county,precinct,office,district,party,votes,candidate,HouseDistrict,SenateDistrict
Beaverhead,PRECINCT 05,U.S. House,1,LIB,1,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 06,U.S. House,1,LIB,14,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 07,U.S. House,1,LIB,4,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 08,U.S. House,1,LIB,2,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 09,U.S. House,1,LIB,8,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 12,U.S. House,1,LIB,9,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 14,U.S. House,1,LIB,15,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 17,U.S. House,1,LIB,3,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 19,U.S. House,1,LIB,5,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 20,U.S. House,1,LIB,3,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 21,U.S. House,1,LIB,2,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 23,U.S. House,1,LIB,4,ELINOR SWANSON,House District 72,Senate District 36
Beaverhead,PRECINCT 01,CLERK OF THE SUPREME COURT,,REP,174,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 02,CLERK OF THE SUPREME COURT,,REP,463,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 03,CLERK OF THE SUPREME COURT,,REP,489,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 04,CLERK OF THE SUPREME COURT,,REP,118,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 05,CLERK OF THE SUPREME COURT,,REP,102,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 06,CLERK OF THE SUPREME COURT,,REP,271,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 07,CLERK OF THE SUPREME COURT,,REP,202,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 08,CLERK OF THE SUPREME COURT,,REP,54,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 09,CLERK OF THE SUPREME COURT,,REP,276,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 12,CLERK OF THE SUPREME COURT,,REP,266,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 14,CLERK OF THE SUPREME COURT,,REP,168,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 17,CLERK OF THE SUPREME COURT,,REP,79,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 19,CLERK OF THE SUPREME COURT,,REP,77,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 20,CLERK OF THE SUPREME COURT,,REP,70,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 21,CLERK OF THE SUPREME COURT,,REP,100,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 23,CLERK OF THE SUPREME COURT,,REP,80,BOWEN GREENWOOD,House District 72,Senate District 36
Beaverhead,PRECINCT 01,CLERK OF THE SUPREME COURT,,DEM,197,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 02,CLERK OF THE SUPREME COURT,,DEM,167,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 03,CLERK OF THE SUPREME COURT,,DEM,185,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 04,CLERK OF THE SUPREME COURT,,DEM,31,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 05,CLERK OF THE SUPREME COURT,,DEM,20,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 06,CLERK OF THE SUPREME COURT,,DEM,147,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 07,CLERK OF THE SUPREME COURT,,DEM,67,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 08,CLERK OF THE SUPREME COURT,,DEM,12,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 09,CLERK OF THE SUPREME COURT,,DEM,116,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 12,CLERK OF THE SUPREME COURT,,DEM,186,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 14,CLERK OF THE SUPREME COURT,,DEM,136,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 17,CLERK OF THE SUPREME COURT,,DEM,25,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 19,CLERK OF THE SUPREME COURT,,DEM,20,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 20,CLERK OF THE SUPREME COURT,,DEM,11,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 21,CLERK OF THE SUPREME COURT,,DEM,38,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 23,CLERK OF THE SUPREME COURT,,DEM,35,REX RENK,House District 72,Senate District 36
Beaverhead,PRECINCT 01,CLERK OF THE SUPREME COURT,,LIB,26,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 02,CLERK OF THE SUPREME COURT,,LIB,38,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 03,CLERK OF THE SUPREME COURT,,LIB,30,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 04,CLERK OF THE SUPREME COURT,,LIB,10,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 05,CLERK OF THE SUPREME COURT,,LIB,5,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 06,CLERK OF THE SUPREME COURT,,LIB,48,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 07,CLERK OF THE SUPREME COURT,,LIB,14,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 08,CLERK OF THE SUPREME COURT,,LIB,2,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 09,CLERK OF THE SUPREME COURT,,LIB,25,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 12,CLERK OF THE SUPREME COURT,,LIB,17,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 14,CLERK OF THE SUPREME COURT,,LIB,30,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 17,CLERK OF THE SUPREME COURT,,LIB,5,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 19,CLERK OF THE SUPREME COURT,,LIB,11,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 20,CLERK OF THE SUPREME COURT,,LIB,3,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 21,CLERK OF THE SUPREME COURT,,LIB,8,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 23,CLERK OF THE SUPREME COURT,,LIB,5,ROGER ROOTS,House District 72,Senate District 36
Beaverhead,PRECINCT 01,State House,72,REP,240,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 02,State House,72,REP,587,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 03,State House,72,REP,604,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 04,State House,72,REP,133,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 05,State House,72,REP,116,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 06,State House,72,REP,369,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 07,State House,72,REP,245,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 08,State House,72,REP,62,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 09,State House,72,REP,357,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 12,State House,72,REP,392,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 14,State House,72,REP,244,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 17,State House,72,REP,92,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 19,State House,72,REP,94,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 20,State House,72,REP,83,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 21,State House,72,REP,117,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 23,State House,72,REP,90,TOM WELCH,House District 72,Senate District 36
Beaverhead,PRECINCT 01,State House,72,DEM,169,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 02,State House,72,DEM,117,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 03,State House,72,DEM,135,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 04,State House,72,DEM,28,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 05,State House,72,DEM,13,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 06,State House,72,DEM,107,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 07,State House,72,DEM,44,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 08,State House,72,DEM,7,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 09,State House,72,DEM,76,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 12,State House,72,DEM,99,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 14,State House,72,DEM,106,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 17,State House,72,DEM,19,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 19,State House,72,DEM,22,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 20,State House,72,DEM,4,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 21,State House,72,DEM,32,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 23,State House,72,DEM,35,BILL DWYER,House District 72,Senate District 36
Beaverhead,PRECINCT 01,COUNTY COMMISSIONER DISTRICT 3,,REP,302,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 02,COUNTY COMMISSIONER DISTRICT 3,,REP,623,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 03,COUNTY COMMISSIONER DISTRICT 3,,REP,611,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 04,COUNTY COMMISSIONER DISTRICT 3,,REP,138,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 05,COUNTY COMMISSIONER DISTRICT 3,,REP,113,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 06,COUNTY COMMISSIONER DISTRICT 3,,REP,419,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 07,COUNTY COMMISSIONER DISTRICT 3,,REP,253,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 08,COUNTY COMMISSIONER DISTRICT 3,,REP,62,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 09,COUNTY COMMISSIONER DISTRICT 3,,REP,378,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 12,COUNTY COMMISSIONER DISTRICT 3,,REP,401,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 14,COUNTY COMMISSIONER DISTRICT 3,,REP,288,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 17,COUNTY COMMISSIONER DISTRICT 3,,REP,94,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 19,COUNTY COMMISSIONER DISTRICT 3,,REP,100,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 20,COUNTY COMMISSIONER DISTRICT 3,,REP,75,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 21,COUNTY COMMISSIONER DISTRICT 3,,REP,131,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 23,COUNTY COMMISSIONER DISTRICT 3,,REP,102,JOHN HENRY JACKSON,House District 72,Senate District 36
Beaverhead,PRECINCT 01,COUNTY CLERK AND RECORDER,,REP,327,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 02,COUNTY CLERK AND RECORDER,,REP,656,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 03,COUNTY CLERK AND RECORDER,,REP,658,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 04,COUNTY CLERK AND RECORDER,,REP,148,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 05,COUNTY CLERK AND RECORDER,,REP,119,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 06,COUNTY CLERK AND RECORDER,,REP,436,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 07,COUNTY CLERK AND RECORDER,,REP,258,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 08,COUNTY CLERK AND RECORDER,,REP,62,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 09,COUNTY CLERK AND RECORDER,,REP,398,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 12,COUNTY CLERK AND RECORDER,,REP,421,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 14,COUNTY CLERK AND RECORDER,,REP,313,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 17,COUNTY CLERK AND RECORDER,,REP,96,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 19,COUNTY CLERK AND RECORDER,,REP,106,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 20,COUNTY CLERK AND RECORDER,,REP,82,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 21,COUNTY CLERK AND RECORDER,,REP,139,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 23,COUNTY CLERK AND RECORDER,,REP,107,STACEY REYNOLDS,House District 72,Senate District 36
Beaverhead,PRECINCT 01,SHERIFF,,IND,124,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 01,SHERIFF,,IND,271,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 02,SHERIFF,,IND,294,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 02,SHERIFF,,IND,402,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 03,SHERIFF,,IND,422,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 03,SHERIFF,,IND,297,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 04,SHERIFF,,IND,99,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 04,SHERIFF,,IND,67,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 05,SHERIFF,,IND,72,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 05,SHERIFF,,IND,57,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 06,SHERIFF,,IND,192,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 06,SHERIFF,,IND,276,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 07,SHERIFF,,IND,156,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 07,SHERIFF,,IND,122,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 08,SHERIFF,,IND,23,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 08,SHERIFF,,IND,43,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 09,SHERIFF,,IND,256,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 09,SHERIFF,,IND,163,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 12,SHERIFF,,IND,163,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 12,SHERIFF,,IND,325,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 14,SHERIFF,,IND,225,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 14,SHERIFF,,IND,119,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 17,SHERIFF,,IND,40,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 17,SHERIFF,,IND,72,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 19,SHERIFF,,IND,72,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 19,SHERIFF,,IND,40,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 20,SHERIFF,,IND,33,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 20,SHERIFF,,IND,50,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 21,SHERIFF,,IND,95,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 21,SHERIFF,,IND,46,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 23,SHERIFF,,IND,40,FRANKLIN D. KLUESNER II,House District 72,Senate District 36
Beaverhead,PRECINCT 23,SHERIFF,,IND,72,PAUL L. CRAFT,House District 72,Senate District 36
Beaverhead,PRECINCT 01,CORONER,,REP,345,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 02,CORONER,,REP,671,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 03,CORONER,,REP,677,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 04,CORONER,,REP,151,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 05,CORONER,,REP,128,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 06,CORONER,,REP,450,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 07,CORONER,,REP,268,JULIE A. BRIGGS,House District 72,Senate District 36
Beaverhead,PRECINCT 08,CORONER,,REP,67,JULIE A. BRIGGS,House District 72,Senate District 36
