county,precinct,office,district,party,votes,candidate,HouseDistrict,SenateDistrict
Flathead,PRECINCT 41,U.S. Senate,,LIB,38,RICK BRECKENRIDGE,House District 9,Senate District 5
Flathead,PRECINCT 42,U.S. Senate,,LIB,37,RICK BRECKENRIDGE,House District 10,Senate District 5
Flathead,PRECINCT 43,U.S. Senate,,LIB,33,RICK BRECKENRIDGE,House District 10,Senate District 5
Flathead,PRECINCT 44,U.S. Senate,,LIB,35,RICK BRECKENRIDGE,House District 6,Senate District 3
Flathead,PRECINCT 45,U.S. Senate,,LIB,20,RICK BRECKENRIDGE,House District 5,Senate District 3
Flathead,PRECINCT 47,U.S. Senate,,LIB,12,RICK BRECKENRIDGE,House District 5,Senate District 3
Flathead,PRECINCT 48,U.S. Senate,,LIB,16,RICK BRECKENRIDGE,House District 5,Senate District 3
Flathead,PRECINCT 49,U.S. Senate,,LIB,17,RICK BRECKENRIDGE,House District 5,Senate District 3
Flathead,PRECINCT 50,U.S. Senate,,LIB,44,RICK BRECKENRIDGE,House District 9,Senate District 5
Flathead,PRECINCT 89,U.S. Senate,,LIB,22,RICK BRECKENRIDGE,House District 13,Senate District 7
Flathead,PRECINCT 1,U.S. House,1,REP,294,GREG GIANFORTE,House District 7,Senate District 4
Flathead,PRECINCT 2,U.S. House,1,REP,398,GREG GIANFORTE,House District 7,Senate District 4
Flathead,PRECINCT 3,U.S. House,1,REP,431,GREG GIANFORTE,House District 7,Senate District 4
Flathead,PRECINCT 4,U.S. House,1,REP,462,GREG GIANFORTE,House District 7,Senate District 4
Flathead,PRECINCT 5,U.S. House,1,REP,709,GREG GIANFORTE,House District 8,Senate District 4
Flathead,PRECINCT 6,U.S. House,1,REP,1572,GREG GIANFORTE,House District 6,Senate District 3
Flathead,PRECINCT 7,U.S. House,1,REP,716,GREG GIANFORTE,House District 4,Senate District 2
Flathead,PRECINCT 8,U.S. House,1,REP,632,GREG GIANFORTE,House District 4,Senate District 2
Flathead,PRECINCT 11,U.S. House,1,REP,749,GREG GIANFORTE,House District 4,Senate District 2
Flathead,PRECINCT 13,U.S. House,1,REP,900,GREG GIANFORTE,House District 11,Senate District 6
Flathead,PRECINCT 14,U.S. House,1,REP,403,GREG GIANFORTE,House District 4,Senate District 2
Flathead,PRECINCT 15,U.S. House,1,REP,708,GREG GIANFORTE,House District 11,Senate District 6
Flathead,PRECINCT 16,U.S. House,1,REP,450,GREG GIANFORTE,House District 3,Senate District 2
Flathead,PRECINCT 17,U.S. House,1,REP,128,GREG GIANFORTE,House District 3,Senate District 2
Flathead,PRECINCT 18,U.S. House,1,REP,841,GREG GIANFORTE,House District 3,Senate District 2
Flathead,PRECINCT 19,U.S. House,1,REP,778,GREG GIANFORTE,House District 4,Senate District 2
Flathead,PRECINCT 20,U.S. House,1,REP,533,GREG GIANFORTE,House District 5,Senate District 3
Flathead,PRECINCT 21,U.S. House,1,REP,619,GREG GIANFORTE,House District 4,Senate District 2
Flathead,PRECINCT 23,U.S. House,1,REP,447,GREG GIANFORTE,House District 3,Senate District 2
Flathead,PRECINCT 24,U.S. House,1,REP,559,GREG GIANFORTE,House District 13,Senate District 7
Flathead,PRECINCT 25,U.S. House,1,REP,688,GREG GIANFORTE,House District 9,Senate District 5
Flathead,PRECINCT 26,U.S. House,1,REP,463,GREG GIANFORTE,House District 13,Senate District 7
Flathead,PRECINCT 29,U.S. House,1,REP,1041,GREG GIANFORTE,House District 11,Senate District 6
Flathead,PRECINCT 31,U.S. House,1,REP,1277,GREG GIANFORTE,House District 8,Senate District 4
Flathead,PRECINCT 32,U.S. House,1,REP,402,GREG GIANFORTE,House District 7,Senate District 4
Flathead,PRECINCT 33,U.S. House,1,REP,234,GREG GIANFORTE,House District 9,Senate District 5
Flathead,PRECINCT 34,U.S. House,1,REP,991,GREG GIANFORTE,House District 11,Senate District 6
Flathead,PRECINCT 35,U.S. House,1,REP,680,GREG GIANFORTE,House District 3,Senate District 2
Flathead,PRECINCT 36,U.S. House,1,REP,1106,GREG GIANFORTE,House District 6,Senate District 3
Flathead,PRECINCT 37,U.S. House,1,REP,1048,GREG GIANFORTE,House District 8,Senate District 4
Flathead,PRECINCT 38,U.S. House,1,REP,1188,GREG GIANFORTE,House District 10,Senate District 5
Flathead,PRECINCT 39,U.S. House,1,REP,318,GREG GIANFORTE,House District 6,Senate District 3
Flathead,PRECINCT 41,U.S. House,1,REP,814,GREG GIANFORTE,House District 9,Senate District 5
Flathead,PRECINCT 42,U.S. House,1,REP,1038,GREG GIANFORTE,House District 10,Senate District 5
Flathead,PRECINCT 43,U.S. House,1,REP,1144,GREG GIANFORTE,House District 10,Senate District 5
Flathead,PRECINCT 44,U.S. House,1,REP,724,GREG GIANFORTE,House District 6,Senate District 3
Flathead,PRECINCT 45,U.S. House,1,REP,560,GREG GIANFORTE,House District 5,Senate District 3
Flathead,PRECINCT 47,U.S. House,1,REP,328,GREG GIANFORTE,House District 5,Senate District 3
Flathead,PRECINCT 48,U.S. House,1,REP,490,GREG GIANFORTE,House District 5,Senate District 3
Flathead,PRECINCT 49,U.S. House,1,REP,466,GREG GIANFORTE,House District 5,Senate District 3
Flathead,PRECINCT 50,U.S. House,1,REP,749,GREG GIANFORTE,House District 9,Senate District 5
Flathead,PRECINCT 89,U.S. House,1,REP,372,GREG GIANFORTE,House District 13,Senate District 7
Flathead,PRECINCT 1,U.S. House,1,DEM,265,KATHLEEN WILLIAMS,House District 7,Senate District 4
Flathead,PRECINCT 2,U.S. House,1,DEM,384,KATHLEEN WILLIAMS,House District 7,Senate District 4
Flathead,PRECINCT 3,U.S. House,1,DEM,418,KATHLEEN WILLIAMS,House District 7,Senate District 4
Flathead,PRECINCT 4,U.S. House,1,DEM,439,KATHLEEN WILLIAMS,House District 7,Senate District 4
Flathead,PRECINCT 5,U.S. House,1,DEM,385,KATHLEEN WILLIAMS,House District 8,Senate District 4
Flathead,PRECINCT 6,U.S. House,1,DEM,857,KATHLEEN WILLIAMS,House District 6,Senate District 3
Flathead,PRECINCT 7,U.S. House,1,DEM,330,KATHLEEN WILLIAMS,House District 4,Senate District 2
Flathead,PRECINCT 8,U.S. House,1,DEM,211,KATHLEEN WILLIAMS,House District 4,Senate District 2
Flathead,PRECINCT 11,U.S. House,1,DEM,281,KATHLEEN WILLIAMS,House District 4,Senate District 2
Flathead,PRECINCT 13,U.S. House,1,DEM,454,KATHLEEN WILLIAMS,House District 11,Senate District 6
Flathead,PRECINCT 14,U.S. House,1,DEM,195,KATHLEEN WILLIAMS,House District 4,Senate District 2
Flathead,PRECINCT 15,U.S. House,1,DEM,221,KATHLEEN WILLIAMS,House District 11,Senate District 6
Flathead,PRECINCT 16,U.S. House,1,DEM,458,KATHLEEN WILLIAMS,House District 3,Senate District 2
Flathead,PRECINCT 17,U.S. House,1,DEM,172,KATHLEEN WILLIAMS,House District 3,Senate District 2
Flathead,PRECINCT 18,U.S. House,1,DEM,544,KATHLEEN WILLIAMS,House District 3,Senate District 2
Flathead,PRECINCT 19,U.S. House,1,DEM,261,KATHLEEN WILLIAMS,House District 4,Senate District 2
Flathead,PRECINCT 20,U.S. House,1,DEM,1201,KATHLEEN WILLIAMS,House District 5,Senate District 3
Flathead,PRECINCT 21,U.S. House,1,DEM,290,KATHLEEN WILLIAMS,House District 4,Senate District 2
Flathead,PRECINCT 23,U.S. House,1,DEM,329,KATHLEEN WILLIAMS,House District 3,Senate District 2
Flathead,PRECINCT 24,U.S. House,1,DEM,136,KATHLEEN WILLIAMS,House District 13,Senate District 7
Flathead,PRECINCT 25,U.S. House,1,DEM,320,KATHLEEN WILLIAMS,House District 9,Senate District 5
Flathead,PRECINCT 26,U.S. House,1,DEM,144,KATHLEEN WILLIAMS,House District 13,Senate District 7
Flathead,PRECINCT 29,U.S. House,1,DEM,391,KATHLEEN WILLIAMS,House District 11,Senate District 6
Flathead,PRECINCT 31,U.S. House,1,DEM,845,KATHLEEN WILLIAMS,House District 8,Senate District 4
Flathead,PRECINCT 32,U.S. House,1,DEM,352,KATHLEEN WILLIAMS,House District 7,Senate District 4
Flathead,PRECINCT 33,U.S. House,1,DEM,122,KATHLEEN WILLIAMS,House District 9,Senate District 5
Flathead,PRECINCT 34,U.S. House,1,DEM,473,KATHLEEN WILLIAMS,House District 11,Senate District 6
Flathead,PRECINCT 35,U.S. House,1,DEM,533,KATHLEEN WILLIAMS,House District 3,Senate District 2
Flathead,PRECINCT 36,U.S. House,1,DEM,442,KATHLEEN WILLIAMS,House District 6,Senate District 3
Flathead,PRECINCT 37,U.S. House,1,DEM,612,KATHLEEN WILLIAMS,House District 8,Senate District 4
Flathead,PRECINCT 38,U.S. House,1,DEM,621,KATHLEEN WILLIAMS,House District 10,Senate District 5
Flathead,PRECINCT 39,U.S. House,1,DEM,326,KATHLEEN WILLIAMS,House District 6,Senate District 3
Flathead,PRECINCT 41,U.S. House,1,DEM,616,KATHLEEN WILLIAMS,House District 9,Senate District 5
Flathead,PRECINCT 42,U.S. House,1,DEM,423,KATHLEEN WILLIAMS,House District 10,Senate District 5
Flathead,PRECINCT 43,U.S. House,1,DEM,498,KATHLEEN WILLIAMS,House District 10,Senate District 5
Flathead,PRECINCT 44,U.S. House,1,DEM,579,KATHLEEN WILLIAMS,House District 6,Senate District 3
Flathead,PRECINCT 45,U.S. House,1,DEM,733,KATHLEEN WILLIAMS,House District 5,Senate District 3
Flathead,PRECINCT 47,U.S. House,1,DEM,858,KATHLEEN WILLIAMS,House District 5,Senate District 3
Flathead,PRECINCT 48,U.S. House,1,DEM,368,KATHLEEN WILLIAMS,House District 5,Senate District 3
Flathead,PRECINCT 49,U.S. House,1,DEM,557,KATHLEEN WILLIAMS,House District 5,Senate District 3
Flathead,PRECINCT 50,U.S. House,1,DEM,291,KATHLEEN WILLIAMS,House District 9,Senate District 5
Flathead,PRECINCT 89,U.S. House,1,DEM,116,KATHLEEN WILLIAMS,House District 13,Senate District 7
Flathead,PRECINCT 1,U.S. House,1,LIB,19,ELINOR SWANSON,House District 7,Senate District 4
Flathead,PRECINCT 2,U.S. House,1,LIB,40,ELINOR SWANSON,House District 7,Senate District 4
Flathead,PRECINCT 3,U.S. House,1,LIB,22,ELINOR SWANSON,House District 7,Senate District 4
Flathead,PRECINCT 4,U.S. House,1,LIB,29,ELINOR SWANSON,House District 7,Senate District 4
Flathead,PRECINCT 5,U.S. House,1,LIB,29,ELINOR SWANSON,House District 8,Senate District 4
Flathead,PRECINCT 6,U.S. House,1,LIB,49,ELINOR SWANSON,House District 6,Senate District 3
Flathead,PRECINCT 7,U.S. House,1,LIB,23,ELINOR SWANSON,House District 4,Senate District 2
Flathead,PRECINCT 8,U.S. House,1,LIB,13,ELINOR SWANSON,House District 4,Senate District 2
Flathead,PRECINCT 11,U.S. House,1,LIB,21,ELINOR SWANSON,House District 4,Senate District 2
Flathead,PRECINCT 13,U.S. House,1,LIB,38,ELINOR SWANSON,House District 11,Senate District 6
Flathead,PRECINCT 14,U.S. House,1,LIB,11,ELINOR SWANSON,House District 4,Senate District 2
Flathead,PRECINCT 15,U.S. House,1,LIB,28,ELINOR SWANSON,House District 11,Senate District 6
Flathead,PRECINCT 16,U.S. House,1,LIB,37,ELINOR SWANSON,House District 3,Senate District 2
Flathead,PRECINCT 17,U.S. House,1,LIB,4,ELINOR SWANSON,House District 3,Senate District 2
Flathead,PRECINCT 18,U.S. House,1,LIB,33,ELINOR SWANSON,House District 3,Senate District 2
Flathead,PRECINCT 19,U.S. House,1,LIB,37,ELINOR SWANSON,House District 4,Senate District 2
Flathead,PRECINCT 20,U.S. House,1,LIB,45,ELINOR SWANSON,House District 5,Senate District 3
Flathead,PRECINCT 21,U.S. House,1,LIB,23,ELINOR SWANSON,House District 4,Senate District 2
Flathead,PRECINCT 23,U.S. House,1,LIB,34,ELINOR SWANSON,House District 3,Senate District 2
Flathead,PRECINCT 24,U.S. House,1,LIB,25,ELINOR SWANSON,House District 13,Senate District 7
Flathead,PRECINCT 25,U.S. House,1,LIB,52,ELINOR SWANSON,House District 9,Senate District 5
Flathead,PRECINCT 26,U.S. House,1,LIB,20,ELINOR SWANSON,House District 13,Senate District 7
Flathead,PRECINCT 29,U.S. House,1,LIB,43,ELINOR SWANSON,House District 11,Senate District 6
Flathead,PRECINCT 31,U.S. House,1,LIB,58,ELINOR SWANSON,House District 8,Senate District 4
Flathead,PRECINCT 32,U.S. House,1,LIB,42,ELINOR SWANSON,House District 7,Senate District 4
Flathead,PRECINCT 33,U.S. House,1,LIB,12,ELINOR SWANSON,House District 9,Senate District 5
Flathead,PRECINCT 34,U.S. House,1,LIB,30,ELINOR SWANSON,House District 11,Senate District 6
Flathead,PRECINCT 35,U.S. House,1,LIB,35,ELINOR SWANSON,House District 3,Senate District 2
Flathead,PRECINCT 36,U.S. House,1,LIB,42,ELINOR SWANSON,House District 6,Senate District 3
Flathead,PRECINCT 37,U.S. House,1,LIB,61,ELINOR SWANSON,House District 8,Senate District 4
Flathead,PRECINCT 38,U.S. House,1,LIB,32,ELINOR SWANSON,House District 10,Senate District 5
Flathead,PRECINCT 39,U.S. House,1,LIB,19,ELINOR SWANSON,House District 6,Senate District 3
Flathead,PRECINCT 41,U.S. House,1,LIB,28,ELINOR SWANSON,House District 9,Senate District 5
Flathead,PRECINCT 42,U.S. House,1,LIB,34,ELINOR SWANSON,House District 10,Senate District 5
Flathead,PRECINCT 43,U.S. House,1,LIB,34,ELINOR SWANSON,House District 10,Senate District 5
Flathead,PRECINCT 44,U.S. House,1,LIB,30,ELINOR SWANSON,House District 6,Senate District 3
Flathead,PRECINCT 45,U.S. House,1,LIB,28,ELINOR SWANSON,House District 5,Senate District 3
Flathead,PRECINCT 47,U.S. House,1,LIB,31,ELINOR SWANSON,House District 5,Senate District 3
Flathead,PRECINCT 48,U.S. House,1,LIB,12,ELINOR SWANSON,House District 5,Senate District 3
Flathead,PRECINCT 49,U.S. House,1,LIB,16,ELINOR SWANSON,House District 5,Senate District 3
Flathead,PRECINCT 50,U.S. House,1,LIB,39,ELINOR SWANSON,House District 9,Senate District 5
Flathead,PRECINCT 89,U.S. House,1,LIB,19,ELINOR SWANSON,House District 13,Senate District 7
Flathead,PRECINCT 1,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,305,BRAD JOHNSON,House District 7,Senate District 4
Flathead,PRECINCT 2,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,435,BRAD JOHNSON,House District 7,Senate District 4
Flathead,PRECINCT 3,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,458,BRAD JOHNSON,House District 7,Senate District 4
Flathead,PRECINCT 4,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,475,BRAD JOHNSON,House District 7,Senate District 4
Flathead,PRECINCT 5,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,751,BRAD JOHNSON,House District 8,Senate District 4
Flathead,PRECINCT 6,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1644,BRAD JOHNSON,House District 6,Senate District 3
Flathead,PRECINCT 7,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,739,BRAD JOHNSON,House District 4,Senate District 2
Flathead,PRECINCT 8,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,645,BRAD JOHNSON,House District 4,Senate District 2
Flathead,PRECINCT 11,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,767,BRAD JOHNSON,House District 4,Senate District 2
Flathead,PRECINCT 13,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,928,BRAD JOHNSON,House District 11,Senate District 6
Flathead,PRECINCT 14,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,419,BRAD JOHNSON,House District 4,Senate District 2
Flathead,PRECINCT 15,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,728,BRAD JOHNSON,House District 11,Senate District 6
Flathead,PRECINCT 16,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,494,BRAD JOHNSON,House District 3,Senate District 2
Flathead,PRECINCT 17,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,134,BRAD JOHNSON,House District 3,Senate District 2
Flathead,PRECINCT 18,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,883,BRAD JOHNSON,House District 3,Senate District 2
Flathead,PRECINCT 19,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,809,BRAD JOHNSON,House District 4,Senate District 2
Flathead,PRECINCT 20,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,668,BRAD JOHNSON,House District 5,Senate District 3
Flathead,PRECINCT 21,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,645,BRAD JOHNSON,House District 4,Senate District 2
Flathead,PRECINCT 23,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,502,BRAD JOHNSON,House District 3,Senate District 2
Flathead,PRECINCT 24,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,588,BRAD JOHNSON,House District 13,Senate District 7
Flathead,PRECINCT 25,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,742,BRAD JOHNSON,House District 9,Senate District 5
Flathead,PRECINCT 26,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,471,BRAD JOHNSON,House District 13,Senate District 7
Flathead,PRECINCT 29,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1066,BRAD JOHNSON,House District 11,Senate District 6
Flathead,PRECINCT 31,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1356,BRAD JOHNSON,House District 8,Senate District 4
Flathead,PRECINCT 32,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,430,BRAD JOHNSON,House District 7,Senate District 4
Flathead,PRECINCT 33,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,240,BRAD JOHNSON,House District 9,Senate District 5
Flathead,PRECINCT 34,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1032,BRAD JOHNSON,House District 11,Senate District 6
Flathead,PRECINCT 35,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,734,BRAD JOHNSON,House District 3,Senate District 2
Flathead,PRECINCT 36,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1145,BRAD JOHNSON,House District 6,Senate District 3
Flathead,PRECINCT 37,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1099,BRAD JOHNSON,House District 8,Senate District 4
Flathead,PRECINCT 38,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1224,BRAD JOHNSON,House District 10,Senate District 5
Flathead,PRECINCT 39,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,356,BRAD JOHNSON,House District 6,Senate District 3
Flathead,PRECINCT 41,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,872,BRAD JOHNSON,House District 9,Senate District 5
Flathead,PRECINCT 42,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1065,BRAD JOHNSON,House District 10,Senate District 5
Flathead,PRECINCT 43,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,1188,BRAD JOHNSON,House District 10,Senate District 5
Flathead,PRECINCT 44,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,787,BRAD JOHNSON,House District 6,Senate District 3
Flathead,PRECINCT 45,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,616,BRAD JOHNSON,House District 5,Senate District 3
Flathead,PRECINCT 47,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,382,BRAD JOHNSON,House District 5,Senate District 3
Flathead,PRECINCT 48,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,525,BRAD JOHNSON,House District 5,Senate District 3
Flathead,PRECINCT 49,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,497,BRAD JOHNSON,House District 5,Senate District 3
Flathead,PRECINCT 50,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,798,BRAD JOHNSON,House District 9,Senate District 5
Flathead,PRECINCT 89,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,REP,382,BRAD JOHNSON,House District 13,Senate District 7
Flathead,PRECINCT 1,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,246,ANDY SHIRTLIFF,House District 7,Senate District 4
Flathead,PRECINCT 2,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,358,ANDY SHIRTLIFF,House District 7,Senate District 4
Flathead,PRECINCT 3,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,394,ANDY SHIRTLIFF,House District 7,Senate District 4
Flathead,PRECINCT 4,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,424,ANDY SHIRTLIFF,House District 7,Senate District 4
Flathead,PRECINCT 5,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,348,ANDY SHIRTLIFF,House District 8,Senate District 4
Flathead,PRECINCT 6,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,765,ANDY SHIRTLIFF,House District 6,Senate District 3
Flathead,PRECINCT 7,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,299,ANDY SHIRTLIFF,House District 4,Senate District 2
Flathead,PRECINCT 8,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,200,ANDY SHIRTLIFF,House District 4,Senate District 2
Flathead,PRECINCT 11,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,244,ANDY SHIRTLIFF,House District 4,Senate District 2
Flathead,PRECINCT 13,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,428,ANDY SHIRTLIFF,House District 11,Senate District 6
Flathead,PRECINCT 14,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,165,ANDY SHIRTLIFF,House District 4,Senate District 2
Flathead,PRECINCT 15,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,212,ANDY SHIRTLIFF,House District 11,Senate District 6
Flathead,PRECINCT 16,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,417,ANDY SHIRTLIFF,House District 3,Senate District 2
Flathead,PRECINCT 17,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,159,ANDY SHIRTLIFF,House District 3,Senate District 2
Flathead,PRECINCT 18,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,490,ANDY SHIRTLIFF,House District 3,Senate District 2
Flathead,PRECINCT 19,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,236,ANDY SHIRTLIFF,House District 4,Senate District 2
Flathead,PRECINCT 20,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,1042,ANDY SHIRTLIFF,House District 5,Senate District 3
Flathead,PRECINCT 21,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,262,ANDY SHIRTLIFF,House District 4,Senate District 2
Flathead,PRECINCT 23,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,276,ANDY SHIRTLIFF,House District 3,Senate District 2
Flathead,PRECINCT 24,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,117,ANDY SHIRTLIFF,House District 13,Senate District 7
Flathead,PRECINCT 25,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,283,ANDY SHIRTLIFF,House District 9,Senate District 5
Flathead,PRECINCT 26,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,141,ANDY SHIRTLIFF,House District 13,Senate District 7
Flathead,PRECINCT 29,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,356,ANDY SHIRTLIFF,House District 11,Senate District 6
Flathead,PRECINCT 31,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,768,ANDY SHIRTLIFF,House District 8,Senate District 4
Flathead,PRECINCT 32,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,337,ANDY SHIRTLIFF,House District 7,Senate District 4
Flathead,PRECINCT 33,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,115,ANDY SHIRTLIFF,House District 9,Senate District 5
Flathead,PRECINCT 34,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,424,ANDY SHIRTLIFF,House District 11,Senate District 6
Flathead,PRECINCT 35,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,467,ANDY SHIRTLIFF,House District 3,Senate District 2
Flathead,PRECINCT 36,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,388,ANDY SHIRTLIFF,House District 6,Senate District 3
Flathead,PRECINCT 37,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,559,ANDY SHIRTLIFF,House District 8,Senate District 4
Flathead,PRECINCT 38,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,551,ANDY SHIRTLIFF,House District 10,Senate District 5
Flathead,PRECINCT 39,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,280,ANDY SHIRTLIFF,House District 6,Senate District 3
Flathead,PRECINCT 41,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,545,ANDY SHIRTLIFF,House District 9,Senate District 5
Flathead,PRECINCT 42,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,375,ANDY SHIRTLIFF,House District 10,Senate District 5
Flathead,PRECINCT 43,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,437,ANDY SHIRTLIFF,House District 10,Senate District 5
Flathead,PRECINCT 44,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,508,ANDY SHIRTLIFF,House District 6,Senate District 3
Flathead,PRECINCT 45,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,652,ANDY SHIRTLIFF,House District 5,Senate District 3
Flathead,PRECINCT 47,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,782,ANDY SHIRTLIFF,House District 5,Senate District 3
Flathead,PRECINCT 48,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,313,ANDY SHIRTLIFF,House District 5,Senate District 3
Flathead,PRECINCT 49,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,491,ANDY SHIRTLIFF,House District 5,Senate District 3
Flathead,PRECINCT 50,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,248,ANDY SHIRTLIFF,House District 9,Senate District 5
Flathead,PRECINCT 89,PUBLIC SERVICE COMMISSIONER DISTRICT 5,,DEM,109,ANDY SHIRTLIFF,House District 13,Senate District 7
Flathead,PRECINCT 1,CLERK OF THE SUPREME COURT,,REP,288,BOWEN GREENWOOD,House District 7,Senate District 4
Flathead,PRECINCT 2,CLERK OF THE SUPREME COURT,,REP,379,BOWEN GREENWOOD,House District 7,Senate District 4
Flathead,PRECINCT 3,CLERK OF THE SUPREME COURT,,REP,422,BOWEN GREENWOOD,House District 7,Senate District 4
Flathead,PRECINCT 4,CLERK OF THE SUPREME COURT,,REP,440,BOWEN GREENWOOD,House District 7,Senate District 4
Flathead,PRECINCT 5,CLERK OF THE SUPREME COURT,,REP,700,BOWEN GREENWOOD,House District 8,Senate District 4
Flathead,PRECINCT 6,CLERK OF THE SUPREME COURT,,REP,1563,BOWEN GREENWOOD,House District 6,Senate District 3
Flathead,PRECINCT 7,CLERK OF THE SUPREME COURT,,REP,685,BOWEN GREENWOOD,House District 4,Senate District 2
Flathead,PRECINCT 8,CLERK OF THE SUPREME COURT,,REP,618,BOWEN GREENWOOD,House District 4,Senate District 2
Flathead,PRECINCT 11,CLERK OF THE SUPREME COURT,,REP,722,BOWEN GREENWOOD,House District 4,Senate District 2
Flathead,PRECINCT 13,CLERK OF THE SUPREME COURT,,REP,899,BOWEN GREENWOOD,House District 11,Senate District 6
Flathead,PRECINCT 14,CLERK OF THE SUPREME COURT,,REP,398,BOWEN GREENWOOD,House District 4,Senate District 2
