county,office,district,party,candidate,votes
Beaverhead,President,,Democrat,Hillary Clinton,413
Big Horn,President,,Democrat,Hillary Clinton,567
Blaine,President,,Democrat,Hillary Clinton,568
Broadwater,President,,Democrat,Hillary Clinton,386
Carbon,President,,Democrat,Hillary Clinton,942
Carter,President,,Democrat,Hillary Clinton,52
Cascade,President,,Democrat,Hillary Clinton,7290
Chouteau,President,,Democrat,Hillary Clinton,397
Custer,President,,Democrat,Hillary Clinton,1084
Daniels,President,,Democrat,Hillary Clinton,208
Dawson,President,,Democrat,Hillary Clinton,786
Deer Lodge,President,,Democrat,Hillary Clinton,1753
Fallon,President,,Democrat,Hillary Clinton,147
Fergus,President,,Democrat,Hillary Clinton,758
Flathead,President,,Democrat,Hillary Clinton,4118
Gallatin,President,,Democrat,Hillary Clinton,4186
Garfield,President,,Democrat,Hillary Clinton,68
Glacier,President,,Democrat,Hillary Clinton,1290
Golden Valley,President,,Democrat,Hillary Clinton,65
Granite,President,,Democrat,Hillary Clinton,262
Hill,President,,Democrat,Hillary Clinton,1285
Jefferson,President,,Democrat,Hillary Clinton,995
Judith Basin,President,,Democrat,Hillary Clinton,206
Lake,President,,Democrat,Hillary Clinton,2273
Lewis & Clark,President,,Democrat,Hillary Clinton,5793
Liberty,President,,Democrat,Hillary Clinton,177
Lincoln,President,,Democrat,Hillary Clinton,892
Madison,President,,Democrat,Hillary Clinton,436
McCone,President,,Democrat,Hillary Clinton,161
Meagher,President,,Democrat,Hillary Clinton,107
Mineral,President,,Democrat,Hillary Clinton,384
Missoula,President,,Democrat,Hillary Clinton,8155
Musselshell,President,,Democrat,Hillary Clinton,265
Park,President,,Democrat,Hillary Clinton,1102
Petroleum,President,,Democrat,Hillary Clinton,38
Phillips,President,,Democrat,Hillary Clinton,337
Pondera,President,,Democrat,Hillary Clinton,480
Powder River,President,,Democrat,Hillary Clinton,52
Powell,President,,Democrat,Hillary Clinton,410
Prairie,President,,Democrat,Hillary Clinton,122
Ravalli,President,,Democrat,Hillary Clinton,2759
Richland,President,,Democrat,Hillary Clinton,534
Roosevelt,President,,Democrat,Hillary Clinton,687
Rosebud,President,,Democrat,Hillary Clinton,663
Sanders,President,,Democrat,Hillary Clinton,723
Sheridan,President,,Democrat,Hillary Clinton,386
Silver Bow,President,,Democrat,Hillary Clinton,5578
Stillwater,President,,Democrat,Hillary Clinton,722
Sweet Grass,President,,Democrat,Hillary Clinton,204
Teton,President,,Democrat,Hillary Clinton,487
Toole,President,,Democrat,Hillary Clinton,457
Treasure,President,,Democrat,Hillary Clinton,85
Valley,President,,Democrat,Hillary Clinton,834
Wheatland,President,,Democrat,Hillary Clinton,163
Wibaux,President,,Democrat,Hillary Clinton,53
Yellowstone,President,,Democrat,Hillary Clinton,11544
Beaverhead,President,,Democrat,Barack Obama,771
Big Horn,President,,Democrat,Barack Obama,2156
Blaine,President,,Democrat,Barack Obama,700
Broadwater,President,,Democrat,Barack Obama,456
Carbon,President,,Democrat,Barack Obama,1252
Carter,President,,Democrat,Barack Obama,70
Cascade,President,,Democrat,Barack Obama,7892
Chouteau,President,,Democrat,Barack Obama,441
Custer,President,,Democrat,Barack Obama,862
Daniels,President,,Democrat,Barack Obama,168
Dawson,President,,Democrat,Barack Obama,643
Deer Lodge,President,,Democrat,Barack Obama,1142
Fallon,President,,Democrat,Barack Obama,163
Fergus,President,,Democrat,Barack Obama,948
Flathead,President,,Democrat,Barack Obama,6656
Gallatin,President,,Democrat,Barack Obama,10555
Garfield,President,,Democrat,Barack Obama,65
Glacier,President,,Democrat,Barack Obama,1552
Golden Valley,President,,Democrat,Barack Obama,77
Granite,President,,Democrat,Barack Obama,325
Hill,President,,Democrat,Barack Obama,1513
Jefferson,President,,Democrat,Barack Obama,1382
Judith Basin,President,,Democrat,Barack Obama,230
Lake,President,,Democrat,Barack Obama,2948
Lewis & Clark,President,,Democrat,Barack Obama,9095
Liberty,President,,Democrat,Barack Obama,162
Lincoln,President,,Democrat,Barack Obama,1167
Madison,President,,Democrat,Barack Obama,815
McCone,President,,Democrat,Barack Obama,169
Meagher,President,,Democrat,Barack Obama,175
Mineral,President,,Democrat,Barack Obama,420
Missoula,President,,Democrat,Barack Obama,16749
Musselshell,President,,Democrat,Barack Obama,222
Park,President,,Democrat,Barack Obama,2269
Petroleum,President,,Democrat,Barack Obama,27
Phillips,President,,Democrat,Barack Obama,331
Pondera,President,,Democrat,Barack Obama,640
Powder River,President,,Democrat,Barack Obama,59
Powell,President,,Democrat,Barack Obama,504
Prairie,President,,Democrat,Barack Obama,90
Ravalli,President,,Democrat,Barack Obama,3846
Richland,President,,Democrat,Barack Obama,465
Roosevelt,President,,Democrat,Barack Obama,973
Rosebud,President,,Democrat,Barack Obama,897
Sanders,President,,Democrat,Barack Obama,852
Sheridan,President,,Democrat,Barack Obama,333
Silver Bow,President,,Democrat,Barack Obama,4614
Stillwater,President,,Democrat,Barack Obama,845
Sweet Grass,President,,Democrat,Barack Obama,251
Teton,President,,Democrat,Barack Obama,588
Toole,President,,Democrat,Barack Obama,392
Treasure,President,,Democrat,Barack Obama,94
Valley,President,,Democrat,Barack Obama,758
Wheatland,President,,Democrat,Barack Obama,158
Wibaux,President,,Democrat,Barack Obama,49
Yellowstone,President,,Democrat,Barack Obama,12198
Beaverhead,President,,Democrat,No Preference,26
Big Horn,President,,Democrat,No Preference,38
Blaine,President,,Democrat,No Preference,56
Broadwater,President,,Democrat,No Preference,45
Carbon,President,,Democrat,No Preference,47
Carter,President,,Democrat,No Preference,6
Cascade,President,,Democrat,No Preference,604
Chouteau,President,,Democrat,No Preference,17
Custer,President,,Democrat,No Preference,55
Daniels,President,,Democrat,No Preference,27
Dawson,President,,Democrat,No Preference,63
Deer Lodge,President,,Democrat,No Preference,85
Fallon,President,,Democrat,No Preference,13
Fergus,President,,Democrat,No Preference,52
Flathead,President,,Democrat,No Preference,203
Gallatin,President,,Democrat,No Preference,150
Garfield,President,,Democrat,No Preference,10
Glacier,President,,Democrat,No Preference,109
Golden Valley,President,,Democrat,No Preference,10
Granite,President,,Democrat,No Preference,12
Hill,President,,Democrat,No Preference,92
Jefferson,President,,Democrat,No Preference,49
Judith Basin,President,,Democrat,No Preference,14
Lake,President,,Democrat,No Preference,77
Lewis & Clark,President,,Democrat,No Preference,343
Liberty,President,,Democrat,No Preference,16
Lincoln,President,,Democrat,No Preference,50
Madison,President,,Democrat,No Preference,44
McCone,President,,Democrat,No Preference,0
Meagher,President,,Democrat,No Preference,32
Mineral,President,,Democrat,No Preference,29
Missoula,President,,Democrat,No Preference,347
Musselshell,President,,Democrat,No Preference,11
Park,President,,Democrat,No Preference,73
Petroleum,President,,Democrat,No Preference,4
Phillips,President,,Democrat,No Preference,29
Pondera,President,,Democrat,No Preference,36
Powder River,President,,Democrat,No Preference,3
Powell,President,,Democrat,No Preference,19
Prairie,President,,Democrat,No Preference,15
Ravalli,President,,Democrat,No Preference,115
Richland,President,,Democrat,No Preference,0
Roosevelt,President,,Democrat,No Preference,66
Rosebud,President,,Democrat,No Preference,69
Sanders,President,,Democrat,No Preference,66
Sheridan,President,,Democrat,No Preference,36
Silver Bow,President,,Democrat,No Preference,266
Stillwater,President,,Democrat,No Preference,61
Sweet Grass,President,,Democrat,No Preference,13
Teton,President,,Democrat,No Preference,37
Toole,President,,Democrat,No Preference,27
Treasure,President,,Democrat,No Preference,8
Valley,President,,Democrat,No Preference,91
Wheatland,President,,Democrat,No Preference,13
Wibaux,President,,Democrat,No Preference,3
Yellowstone,President,,Democrat,No Preference,576
Beaverhead,President,,Republican,John McCain,1385
Big Horn,President,,Republican,John McCain,441
Blaine,President,,Republican,John McCain,308
Broadwater,President,,Republican,John McCain,748
Carbon,President,,Republican,John McCain,905
Carter,President,,Republican,John McCain,215
Cascade,President,,Republican,John McCain,4893
Chouteau,President,,Republican,John McCain,860
Custer,President,,Republican,John McCain,1013
Daniels,President,,Republican,John McCain,209
Dawson,President,,Republican,John McCain,950
Deer Lodge,President,,Republican,John McCain,374
